episode,ticker,strategy,entry_date,side,entry_price,exit_date,exit_reason,exit_price
2009-05 to 2010-04,MCY,Core MA + ATR,2009-08-05,long,36.94,2009-08-11,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2009-08-13,long,37.3,2009-08-14,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2009-12-17,long,38.45,2009-12-18,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2009-12-21,long,39.03,2009-12-28,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2010-01-06,long,39.37,2010-01-07,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2010-02-09,long,38.97,2010-02-10,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2010-02-17,long,39.05,2010-02-24,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2010-03-03,long,42.6,2010-03-11,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2010-05-04,long,45.82,2010-05-06,ATR stop,44.20393418107983
2009-05 to 2010-04,MCY,Core MA + ATR,2010-06-07,short,42.18,2010-06-09,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2010-06-10,short,42.89,2010-06-11,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2010-07-02,short,41.35,2010-07-06,signal,
2009-05 to 2010-04,MCY,Core MA + ATR,2010-07-07,short,41.31,2010-07-08,signal,
2009-05 to 2010-04,MCY,Enhanced short/order-book,2009-08-05,long,36.94,2009-08-11,signal,
2009-05 to 2010-04,MCY,Enhanced short/order-book,2009-08-13,long,37.3,2009-08-14,signal,
2009-05 to 2010-04,MCY,Enhanced short/order-book,2009-12-17,long,38.45,2009-12-18,signal,
2009-05 to 2010-04,MCY,Enhanced short/order-book,2009-12-21,long,39.03,2009-12-28,signal,
2009-05 to 2010-04,MCY,Enhanced short/order-book,2010-01-06,long,39.37,2010-01-07,signal,
2009-05 to 2010-04,MCY,Enhanced short/order-book,2010-02-09,long,38.97,2010-02-10,signal,
2009-05 to 2010-04,MCY,Enhanced short/order-book,2010-02-17,long,39.05,2010-02-24,signal,
2009-05 to 2010-04,MCY,Enhanced short/order-book,2010-03-03,long,42.6,2010-03-11,signal,
2009-05 to 2010-04,MCY,Enhanced short/order-book,2010-05-04,long,45.82,2010-05-06,ATR stop,44.20393418107983
2009-05 to 2010-04,CINF,Core MA + ATR,2010-01-21,long,27.1,2010-01-22,signal,
2009-05 to 2010-04,CINF,Core MA + ATR,2010-02-18,long,26.49,2010-02-19,signal,
2009-05 to 2010-04,CINF,Core MA + ATR,2010-03-02,long,27.54,2010-03-05,signal,
2009-05 to 2010-04,CINF,Core MA + ATR,2010-03-24,long,28.69,2010-03-25,signal,
2009-05 to 2010-04,CINF,Core MA + ATR,2010-04-20,long,29.68,2010-04-21,signal,
2009-05 to 2010-04,CINF,Core MA + ATR,2010-04-23,long,29.81,2010-04-27,ATR stop,29.296815546632054
2009-05 to 2010-04,CINF,Core MA + ATR,2010-05-20,short,27.12,2010-05-28,signal,
2009-05 to 2010-04,CINF,Core MA + ATR,2010-06-07,short,26.59,2010-06-09,signal,
2009-05 to 2010-04,CINF,Core MA + ATR,2010-06-10,short,27.1,2010-06-11,signal,
2009-05 to 2010-04,CINF,Core MA + ATR,2010-06-30,short,26.2,2010-07-01,signal,
2009-05 to 2010-04,CINF,Core MA + ATR,2010-07-02,short,25.68,2010-07-08,signal,
2009-05 to 2010-04,CINF,Core MA + ATR,2010-07-22,short,26.86,2010-07-23,signal,
2009-05 to 2010-04,CINF,Enhanced short/order-book,2010-01-21,long,27.1,2010-01-22,signal,
2009-05 to 2010-04,CINF,Enhanced short/order-book,2010-02-18,long,26.49,2010-02-19,signal,
2009-05 to 2010-04,CINF,Enhanced short/order-book,2010-04-20,long,29.68,2010-04-21,signal,
2009-05 to 2010-04,CINF,Enhanced short/order-book,2010-04-23,long,29.81,2010-04-27,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2009-10-19,long,16.81,2009-10-20,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2009-11-02,short,16.54,2009-11-09,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-01-15,long,17.58,2010-01-19,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-02-05,short,16.25,2010-02-12,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-03-19,long,18.14,2010-03-25,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-03-26,long,19.11,2010-04-05,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-04-15,long,20.63,2010-04-22,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-04-26,long,20.81,2010-04-27,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-05-06,long,20.23,2010-05-06,ATR stop,19.218382848477972
2009-05 to 2010-04,PGR,Core MA + ATR,2010-05-11,long,20.21,2010-05-12,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-05-13,long,20.68,2010-05-17,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-05-18,long,20.7,2010-05-20,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-06-11,short,19.32,2010-06-14,signal,
2009-05 to 2010-04,PGR,Core MA + ATR,2010-07-22,short,19.4,2010-07-23,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2009-10-19,long,16.81,2009-10-20,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2009-11-02,short,16.54,2009-11-09,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2010-01-15,long,17.58,2010-01-19,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2010-02-05,short,16.25,2010-02-12,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2010-03-19,long,18.14,2010-03-23,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2010-03-30,long,19.22,2010-04-05,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2010-04-15,long,20.63,2010-04-22,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2010-04-26,long,20.81,2010-04-27,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2010-05-06,long,20.23,2010-05-06,ATR stop,19.218382848477972
2009-05 to 2010-04,PGR,Enhanced short/order-book,2010-05-11,long,20.21,2010-05-12,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2010-05-13,long,20.68,2010-05-17,signal,
2009-05 to 2010-04,PGR,Enhanced short/order-book,2010-05-18,long,20.7,2010-05-20,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2009-08-05,long,26.15,2009-08-06,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2009-08-10,long,27.36,2009-08-11,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2009-10-02,long,30.46,2009-10-05,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2009-10-07,long,32.99,2009-10-09,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2009-10-12,long,31.9,2009-10-14,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2009-10-23,long,32.38,2009-10-26,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2009-11-09,long,31.26,2009-11-12,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2010-01-21,short,30.23,2010-01-22,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2010-01-25,long,32.24,2010-02-01,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2010-02-03,long,31.94,2010-02-04,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2010-02-05,long,31.53,2010-02-08,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2010-02-25,long,30.63,2010-02-26,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2010-04-30,long,36.3,2010-05-06,ATR stop,34.5713035029854
2009-05 to 2010-04,AIZ,Core MA + ATR,2010-05-12,long,36.46,2010-05-18,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2010-06-03,long,35.73,2010-06-07,signal,
2009-05 to 2010-04,AIZ,Core MA + ATR,2010-07-08,long,36.06,2010-07-09,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2009-08-05,long,26.15,2009-08-06,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2009-08-10,long,27.36,2009-08-11,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2009-10-02,long,30.46,2009-10-05,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2009-10-07,long,32.99,2009-10-09,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2009-10-12,long,31.9,2009-10-14,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2009-10-23,long,32.38,2009-10-26,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2009-11-09,long,31.26,2009-11-12,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2010-01-21,short,30.23,2010-01-22,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2010-01-25,long,32.24,2010-02-01,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2010-02-03,long,31.94,2010-02-04,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2010-02-05,long,31.53,2010-02-08,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2010-02-25,long,30.63,2010-02-26,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2010-05-04,long,36.21,2010-05-06,ATR stop,34.2113035029854
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2010-05-12,long,36.46,2010-05-18,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2010-06-03,long,35.73,2010-06-07,signal,
2009-05 to 2010-04,AIZ,Enhanced short/order-book,2010-07-08,long,36.06,2010-07-09,signal,
2009-05 to 2010-04,AIG,Core MA + ATR,2009-08-28,long,34.5387,2009-08-31,ATR stop,27.908526214199345
2009-05 to 2010-04,AIG,Core MA + ATR,2009-09-10,long,25.0663,2009-09-11,signal,
2009-05 to 2010-04,AIG,Core MA + ATR,2009-09-16,long,26.3897,2009-09-17,signal,
2009-05 to 2010-04,AIG,Core MA + ATR,2009-09-23,long,30.751,2009-09-24,signal,
2009-05 to 2010-04,AIG,Core MA + ATR,2010-01-27,short,15.959,2010-02-04,signal,
2009-05 to 2010-04,AIG,Core MA + ATR,2010-02-10,short,15.131,2010-02-10,ATR stop,16.73502261112066
2009-05 to 2010-04,AIG,Core MA + ATR,2010-03-01,short,18.2277,2010-03-02,signal,
2009-05 to 2010-04,AIG,Core MA + ATR,2010-03-03,short,16.3697,2010-03-05,signal,
2009-05 to 2010-04,AIG,Core MA + ATR,2010-03-11,long,24.5187,2010-03-18,signal,
2009-05 to 2010-04,AIG,Core MA + ATR,2010-03-22,long,22.0479,2010-03-23,signal,
2009-05 to 2010-04,AIG,Core MA + ATR,2010-05-11,long,26.4744,2010-05-17,signal,
2009-05 to 2010-04,AIG,Enhanced short/order-book,2009-08-28,long,34.5387,2009-08-31,ATR stop,27.908526214199345
2009-05 to 2010-04,AIG,Enhanced short/order-book,2009-09-10,long,25.0663,2009-09-11,signal,
2009-05 to 2010-04,AIG,Enhanced short/order-book,2009-09-16,long,26.3897,2009-09-17,signal,
2009-05 to 2010-04,AIG,Enhanced short/order-book,2009-09-23,long,30.751,2009-09-24,signal,
2009-05 to 2010-04,AIG,Enhanced short/order-book,2010-01-27,short,15.959,2010-02-04,signal,
2009-05 to 2010-04,AIG,Enhanced short/order-book,2010-02-10,short,15.131,2010-02-10,ATR stop,16.73502261112066
2009-05 to 2010-04,AIG,Enhanced short/order-book,2010-03-01,short,18.2277,2010-03-02,signal,
2009-05 to 2010-04,AIG,Enhanced short/order-book,2010-03-11,long,24.5187,2010-03-16,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2009-09-01,long,71.5,2009-09-02,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2009-09-09,long,73.0,2009-09-14,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2009-10-02,long,76.16,2009-10-05,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2009-10-07,long,78.91,2009-10-08,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2009-11-30,short,70.96,2009-12-03,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2010-02-03,long,78.39,2010-02-05,ATR stop,75.09829866266918
2009-05 to 2010-04,BAP,Core MA + ATR,2010-02-10,short,74.28,2010-02-12,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2010-03-17,long,85.65,2010-03-19,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2010-04-23,long,90.14,2010-04-27,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2010-05-13,long,89.49,2010-05-17,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2010-05-24,short,83.72,2010-05-27,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2010-06-14,long,93.62,2010-06-15,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2010-06-22,long,97.2,2010-06-23,signal,
2009-05 to 2010-04,BAP,Core MA + ATR,2010-07-09,long,95.56,2010-07-12,signal,
2009-05 to 2010-04,BAP,Enhanced short/order-book,2009-09-01,long,71.5,2009-09-02,signal,
2009-05 to 2010-04,BAP,Enhanced short/order-book,2009-09-09,long,73.0,2009-09-14,signal,
2009-05 to 2010-04,BAP,Enhanced short/order-book,2009-10-02,long,76.16,2009-10-05,signal,
2009-05 to 2010-04,BAP,Enhanced short/order-book,2009-10-07,long,78.91,2009-10-08,signal,
2009-05 to 2010-04,BAP,Enhanced short/order-book,2009-11-30,short,70.96,2009-12-03,signal,
2009-05 to 2010-04,BAP,Enhanced short/order-book,2010-02-03,long,78.39,2010-02-05,ATR stop,75.09829866266918
2009-05 to 2010-04,BAP,Enhanced short/order-book,2010-02-10,short,74.28,2010-02-12,signal,
2009-05 to 2010-04,BAP,Enhanced short/order-book,2010-05-24,short,83.72,2010-05-27,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2009-08-13,long,28.75,2009-08-20,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2009-09-29,long,31.08,2009-10-07,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2009-10-23,long,32.18,2009-10-26,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2010-01-20,long,31.23,2010-01-22,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2010-02-17,long,30.7,2010-02-23,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2010-03-29,long,32.38,2010-03-30,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2010-04-15,long,34.33,2010-04-27,ATR stop,33.63663545086537
2009-05 to 2010-04,ALL,Core MA + ATR,2010-05-24,short,30.62,2010-05-28,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2010-06-02,short,29.78,2010-06-03,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2010-06-07,short,29.07,2010-06-14,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2010-06-30,short,29.11,2010-07-09,signal,
2009-05 to 2010-04,ALL,Core MA + ATR,2010-07-22,short,27.39,2010-07-23,signal,
2009-05 to 2010-04,ALL,Enhanced short/order-book,2009-08-13,long,28.75,2009-08-20,signal,
2009-05 to 2010-04,ALL,Enhanced short/order-book,2009-09-29,long,31.08,2009-10-07,signal,
2009-05 to 2010-04,ALL,Enhanced short/order-book,2009-10-23,long,32.18,2009-10-26,signal,
2009-05 to 2010-04,ALL,Enhanced short/order-book,2010-01-20,long,31.23,2010-01-22,signal,
2009-05 to 2010-04,ALL,Enhanced short/order-book,2010-02-17,long,30.7,2010-02-23,signal,
2009-05 to 2010-04,ALL,Enhanced short/order-book,2010-05-24,short,30.62,2010-05-28,signal,
2009-05 to 2010-04,ALL,Enhanced short/order-book,2010-06-02,short,29.78,2010-06-03,signal,
2009-05 to 2010-04,ALL,Enhanced short/order-book,2010-06-07,short,29.07,2010-06-14,signal,
2009-05 to 2010-04,ALL,Enhanced short/order-book,2010-06-30,short,29.11,2010-07-09,signal,
2009-05 to 2010-04,ALL,Enhanced short/order-book,2010-07-22,short,27.39,2010-07-23,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2009-08-11,long,18.41,2009-08-14,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2009-09-18,long,27.45,2009-09-21,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2009-09-30,long,27.81,2009-10-01,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2009-10-07,long,27.88,2009-10-09,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2010-02-16,short,23.82,2010-02-17,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2010-03-18,long,28.66,2010-03-24,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2010-04-29,long,29.3,2010-05-03,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2010-05-21,short,23.06,2010-05-28,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2010-06-07,short,23.8,2010-06-14,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2010-06-30,short,22.08,2010-07-01,signal,
2009-05 to 2010-04,HIG,Core MA + ATR,2010-07-02,short,22.15,2010-07-08,signal,
2009-05 to 2010-04,HIG,Enhanced short/order-book,2009-08-11,long,18.41,2009-08-14,signal,
2009-05 to 2010-04,HIG,Enhanced short/order-book,2009-09-18,long,27.45,2009-09-21,signal,
2009-05 to 2010-04,HIG,Enhanced short/order-book,2009-09-30,long,27.81,2009-10-01,signal,
2009-05 to 2010-04,HIG,Enhanced short/order-book,2009-10-07,long,27.88,2009-10-09,signal,
2009-05 to 2010-04,HIG,Enhanced short/order-book,2010-02-16,short,23.82,2010-02-17,signal,
2009-05 to 2010-04,HIG,Enhanced short/order-book,2010-03-18,long,28.66,2010-03-24,signal,
2009-05 to 2010-04,HIG,Enhanced short/order-book,2010-05-21,short,23.06,2010-05-28,signal,
2009-05 to 2010-04,HIG,Enhanced short/order-book,2010-06-07,short,23.8,2010-06-14,signal,
2009-05 to 2010-04,HIG,Enhanced short/order-book,2010-06-30,short,22.08,2010-07-01,signal,
2009-05 to 2010-04,HIG,Enhanced short/order-book,2010-07-02,short,22.15,2010-07-08,signal,
2012-06 to 2012-12,MCY,Core MA + ATR,2012-10-09,long,40.25,2012-10-10,signal,
2012-06 to 2012-12,MCY,Core MA + ATR,2012-10-22,long,41.02,2012-10-22,ATR stop,39.89750229114143
2012-06 to 2012-12,MCY,Core MA + ATR,2012-11-01,long,40.5,2012-11-05,signal,
2012-06 to 2012-12,MCY,Core MA + ATR,2012-11-06,long,40.89,2012-11-08,signal,
2012-06 to 2012-12,MCY,Core MA + ATR,2012-11-23,long,40.22,2012-12-12,ATR stop,41.66338037670883
2012-06 to 2012-12,MCY,Core MA + ATR,2012-12-21,long,41.27,2012-12-24,signal,
2012-06 to 2012-12,MCY,Core MA + ATR,2013-01-11,short,39.25,2013-01-15,signal,
2012-06 to 2012-12,MCY,Core MA + ATR,2013-01-17,short,40.13,2013-01-18,signal,
2012-06 to 2012-12,MCY,Core MA + ATR,2013-02-05,short,37.9,2013-02-12,signal,
2012-06 to 2012-12,MCY,Core MA + ATR,2013-03-07,short,36.94,2013-03-14,signal,
2012-06 to 2012-12,MCY,Enhanced short/order-book,2012-10-09,long,40.25,2012-10-10,signal,
2012-06 to 2012-12,MCY,Enhanced short/order-book,2012-10-22,long,41.02,2012-10-22,ATR stop,39.89750229114143
2012-06 to 2012-12,MCY,Enhanced short/order-book,2012-11-01,long,40.5,2012-11-05,signal,
2012-06 to 2012-12,MCY,Enhanced short/order-book,2012-11-06,long,40.89,2012-11-08,signal,
2012-06 to 2012-12,MCY,Enhanced short/order-book,2012-11-23,long,40.22,2012-12-12,ATR stop,41.66338037670883
2012-06 to 2012-12,MCY,Enhanced short/order-book,2012-12-21,long,41.27,2012-12-24,signal,
2012-06 to 2012-12,CINF,Core MA + ATR,2012-10-31,long,36.96,2012-11-05,signal,
2012-06 to 2012-12,CINF,Core MA + ATR,2012-11-20,long,39.65,2012-12-03,signal,
2012-06 to 2012-12,CINF,Core MA + ATR,2013-01-07,long,40.25,2013-01-08,signal,
2012-06 to 2012-12,CINF,Core MA + ATR,2013-01-23,long,42.33,2013-02-01,signal,
2012-06 to 2012-12,CINF,Core MA + ATR,2013-02-04,long,43.36,2013-02-06,signal,
2012-06 to 2012-12,CINF,Core MA + ATR,2013-02-08,long,44.5,2013-02-15,signal,
2012-06 to 2012-12,CINF,Core MA + ATR,2013-02-28,long,45.1,2013-03-01,signal,
2012-06 to 2012-12,CINF,Core MA + ATR,2013-03-26,long,46.52,2013-03-28,signal,
2012-06 to 2012-12,CINF,Enhanced short/order-book,2012-10-31,long,36.96,2012-11-05,signal,
2012-06 to 2012-12,CINF,Enhanced short/order-book,2012-11-20,long,39.65,2012-12-03,signal,
2012-06 to 2012-12,CINF,Enhanced short/order-book,2013-01-07,long,40.25,2013-01-08,signal,
2012-06 to 2012-12,CINF,Enhanced short/order-book,2013-01-23,long,42.33,2013-02-01,signal,
2012-06 to 2012-12,CINF,Enhanced short/order-book,2013-02-04,long,43.36,2013-02-06,signal,
2012-06 to 2012-12,CINF,Enhanced short/order-book,2013-02-08,long,44.5,2013-02-15,signal,
2012-06 to 2012-12,CINF,Enhanced short/order-book,2013-02-28,long,45.1,2013-03-01,signal,
2012-06 to 2012-12,CINF,Enhanced short/order-book,2013-03-26,long,46.52,2013-03-28,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2012-09-26,long,20.74,2012-09-27,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2012-10-03,long,21.36,2012-10-08,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2012-10-10,long,22.0,2012-10-25,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2012-11-19,long,21.72,2012-11-20,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2013-01-22,long,22.67,2013-01-24,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2013-01-25,long,22.67,2013-01-28,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2013-02-14,long,24.38,2013-02-22,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2013-02-25,long,24.72,2013-02-26,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2013-02-28,long,24.59,2013-03-01,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2013-03-05,long,24.62,2013-03-06,signal,
2012-06 to 2012-12,PGR,Core MA + ATR,2013-03-18,long,24.81,2013-03-21,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2012-09-26,long,20.74,2012-09-27,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2012-10-03,long,21.36,2012-10-08,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2012-10-10,long,22.0,2012-10-25,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2012-11-19,long,21.72,2012-11-20,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2013-01-22,long,22.67,2013-01-24,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2013-01-25,long,22.67,2013-01-28,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2013-02-14,long,24.38,2013-02-22,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2013-02-25,long,24.72,2013-02-26,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2013-02-28,long,24.59,2013-03-01,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2013-03-05,long,24.62,2013-03-06,signal,
2012-06 to 2012-12,PGR,Enhanced short/order-book,2013-03-18,long,24.81,2013-03-21,signal,
2012-06 to 2012-12,AIZ,Core MA + ATR,2012-10-23,long,39.88,2012-10-23,ATR stop,38.47606919320408
2012-06 to 2012-12,AIZ,Core MA + ATR,2012-11-20,short,34.58,2012-11-30,signal,
2012-06 to 2012-12,AIZ,Core MA + ATR,2012-12-04,short,34.0,2012-12-05,signal,
2012-06 to 2012-12,AIZ,Core MA + ATR,2013-01-23,long,38.35,2013-01-29,signal,
2012-06 to 2012-12,AIZ,Core MA + ATR,2013-02-04,long,38.86,2013-02-05,signal,
2012-06 to 2012-12,AIZ,Core MA + ATR,2013-02-07,long,39.82,2013-02-07,ATR stop,38.29810010049997
2012-06 to 2012-12,AIZ,Core MA + ATR,2013-02-12,long,39.15,2013-02-22,signal,
2012-06 to 2012-12,AIZ,Core MA + ATR,2013-03-01,long,41.74,2013-03-11,signal,
2012-06 to 2012-12,AIZ,Enhanced short/order-book,2012-10-23,long,39.88,2012-10-23,ATR stop,38.47606919320408
2012-06 to 2012-12,AIZ,Enhanced short/order-book,2013-01-23,long,38.35,2013-01-29,signal,
2012-06 to 2012-12,AIZ,Enhanced short/order-book,2013-02-04,long,38.86,2013-02-05,signal,
2012-06 to 2012-12,AIZ,Enhanced short/order-book,2013-02-07,long,39.82,2013-02-07,ATR stop,38.29810010049997
2012-06 to 2012-12,AIZ,Enhanced short/order-book,2013-02-12,long,39.15,2013-02-22,signal,
2012-06 to 2012-12,AIZ,Enhanced short/order-book,2013-03-01,long,41.74,2013-03-11,signal,
2012-06 to 2012-12,AIG,Core MA + ATR,2012-09-14,long,34.83,2012-09-17,signal,
2012-06 to 2012-12,AIG,Core MA + ATR,2012-10-22,long,35.8,2012-10-23,signal,
2012-06 to 2012-12,AIG,Core MA + ATR,2012-11-15,short,30.97,2012-11-20,signal,
2012-06 to 2012-12,AIG,Core MA + ATR,2012-12-24,long,34.63,2012-12-27,signal,
2012-06 to 2012-12,AIG,Core MA + ATR,2012-12-28,long,34.6,2012-12-31,signal,
2012-06 to 2012-12,AIG,Core MA + ATR,2013-01-02,long,36.29,2013-01-04,signal,
2012-06 to 2012-12,AIG,Core MA + ATR,2013-02-14,long,38.64,2013-02-15,signal,
2012-06 to 2012-12,AIG,Enhanced short/order-book,2012-11-15,short,30.97,2012-11-20,signal,
2012-06 to 2012-12,BAP,Core MA + ATR,2012-09-14,long,127.66,2012-09-20,signal,
2012-06 to 2012-12,BAP,Core MA + ATR,2012-10-04,long,128.32,2012-10-08,signal,
2012-06 to 2012-12,BAP,Core MA + ATR,2012-11-08,long,130.44,2012-11-23,signal,
2012-06 to 2012-12,BAP,Core MA + ATR,2012-11-30,long,141.8,2012-12-04,signal,
2012-06 to 2012-12,BAP,Core MA + ATR,2012-12-05,long,139.0,2012-12-06,signal,
2012-06 to 2012-12,BAP,Core MA + ATR,2012-12-12,long,142.35,2012-12-17,signal,
2012-06 to 2012-12,BAP,Core MA + ATR,2012-12-20,long,145.19,2012-12-24,signal,
2012-06 to 2012-12,BAP,Core MA + ATR,2013-01-18,long,158.01,2013-01-23,signal,
2012-06 to 2012-12,BAP,Core MA + ATR,2013-02-28,long,149.58,2013-03-01,signal,
2012-06 to 2012-12,BAP,Core MA + ATR,2013-03-12,long,157.88,2013-03-13,signal,
2012-06 to 2012-12,ALL,Core MA + ATR,2012-10-17,long,41.48,2012-10-23,ATR stop,41.36311218321505
2012-06 to 2012-12,ALL,Core MA + ATR,2012-11-20,long,39.64,2012-11-21,signal,
2012-06 to 2012-12,ALL,Core MA + ATR,2012-12-19,long,41.39,2012-12-20,signal,
2012-06 to 2012-12,ALL,Core MA + ATR,2012-12-21,long,40.74,2012-12-24,signal,
2012-06 to 2012-12,ALL,Core MA + ATR,2013-01-03,long,41.2,2013-01-09,signal,
2012-06 to 2012-12,ALL,Core MA + ATR,2013-02-05,long,44.13,2013-02-06,signal,
2012-06 to 2012-12,ALL,Core MA + ATR,2013-02-08,long,45.05,2013-02-13,signal,
2012-06 to 2012-12,ALL,Core MA + ATR,2013-03-05,long,46.77,2013-03-08,signal,
