episode,ticker,strategy,entry_date,side,entry_price,exit_date,exit_reason,exit_price
2023-04 to 2024-08,LMND,Core MA + ATR,2023-12-13,long,17.5,2023-12-18,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2023-12-20,long,18.3,2023-12-21,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2024-02-29,short,16.04,2024-03-04,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2024-03-11,long,17.7,2024-03-12,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2024-05-07,long,17.77,2024-05-09,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2024-05-14,long,19.41,2024-05-21,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2024-06-17,short,14.22,2024-06-18,ATR stop,15.709372377932523
2023-04 to 2024-08,LMND,Core MA + ATR,2024-07-17,long,22.07,2024-07-25,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2024-07-29,long,23.4,2024-07-31,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2024-11-01,long,24.29,2024-11-29,event end,51.81
2023-04 to 2024-08,LMND,Enhanced short/order-book,2023-07-18,long,20.02,2023-07-27,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2023-08-01,long,22.99,2023-08-02,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2023-10-20,short,11.81,2023-10-24,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2023-10-25,short,11.52,2023-11-02,ATR stop,13.86
2023-04 to 2024-08,LMND,Enhanced short/order-book,2023-11-09,long,16.28,2023-11-10,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2023-11-16,long,15.97,2023-12-05,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2023-12-13,long,17.5,2023-12-18,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2023-12-20,long,18.3,2023-12-21,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2024-03-11,long,17.7,2024-03-12,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2024-05-14,long,19.41,2024-05-21,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2024-07-17,long,22.07,2024-07-25,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2024-07-29,long,23.4,2024-07-31,signal,
2023-04 to 2024-08,LMND,Enhanced short/order-book,2024-11-01,long,24.29,2024-11-29,event end,51.81
2023-04 to 2024-08,CINF,Core MA + ATR,2023-07-06,short,96.48,2023-07-07,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2023-07-17,short,97.96,2023-07-18,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2023-08-02,long,108.05,2023-08-07,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2023-08-08,long,108.43,2023-08-10,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2023-10-20,short,101.13,2023-10-27,ATR stop,102.10037730035927
2023-04 to 2024-08,CINF,Core MA + ATR,2023-11-01,short,100.4,2023-11-02,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2023-11-07,short,100.11,2023-11-08,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2023-11-09,short,100.03,2023-11-14,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-01-16,long,107.37,2024-01-17,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-01-22,long,111.75,2024-01-24,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-01-26,long,112.62,2024-01-29,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-02-05,long,111.46,2024-02-06,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-02-15,long,111.06,2024-02-21,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-02-22,long,111.33,2024-02-26,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-03-07,long,118.0,2024-03-20,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-03-26,long,120.55,2024-04-03,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-04-23,long,121.21,2024-04-24,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-06-12,short,114.0,2024-06-13,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-07-16,long,123.71,2024-07-19,ATR stop,122.38024400572002
2023-04 to 2024-08,CINF,Core MA + ATR,2024-07-29,long,124.59,2024-08-06,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-08-13,long,127.77,2024-08-20,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-09-10,long,137.47,2024-09-11,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-09-16,long,136.54,2024-09-17,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-10-18,long,140.96,2024-10-21,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-10-22,long,139.51,2024-10-25,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-10-29,long,144.61,2024-11-04,signal,
2023-04 to 2024-08,CINF,Core MA + ATR,2024-11-07,long,148.71,2024-11-19,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2023-07-17,short,97.96,2023-07-18,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2023-08-02,long,108.05,2023-08-07,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2023-08-08,long,108.43,2023-08-10,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2023-11-13,short,99.55,2023-11-14,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2024-01-16,long,107.37,2024-01-17,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2024-01-22,long,111.75,2024-01-23,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2024-02-05,long,111.46,2024-02-06,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2024-02-15,long,111.06,2024-02-21,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2024-03-07,long,118.0,2024-03-20,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2024-04-01,long,123.96,2024-04-02,signal,
2023-04 to 2024-08,CINF,Enhanced short/order-book,2024-06-12,short,114.0,2024-06-13,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2023-07-14,short,114.2,2023-07-21,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2023-09-18,long,138.92,2023-09-19,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2023-10-16,long,156.04,2023-10-23,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2023-11-01,long,159.0,2023-11-02,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2023-11-03,long,159.11,2023-11-08,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2023-11-22,long,161.35,2023-11-24,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-01-11,long,166.0,2024-01-17,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-01-19,long,171.0,2024-01-22,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-01-25,long,178.41,2024-02-01,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-02-02,long,180.17,2024-02-09,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-02-15,long,187.73,2024-02-23,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-03-07,long,196.0,2024-03-14,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-03-18,long,204.57,2024-03-21,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-04-17,long,209.08,2024-04-26,ATR stop,206.6447368738724
2023-04 to 2024-08,PGR,Core MA + ATR,2024-05-07,long,216.33,2024-05-10,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-06-05,long,212.4,2024-06-06,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-06-13,short,203.45,2024-06-18,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-06-27,short,208.88,2024-06-28,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-07-01,short,209.27,2024-07-02,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-07-18,long,223.31,2024-07-23,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-07-24,long,216.55,2024-07-25,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-08-02,long,216.52,2024-08-06,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-08-08,long,214.99,2024-08-21,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-09-16,long,257.31,2024-09-18,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-10-17,long,257.01,2024-10-18,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-11-22,long,264.22,2024-11-25,signal,
2023-04 to 2024-08,PGR,Core MA + ATR,2024-11-26,long,265.19,2024-11-27,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2023-07-14,short,114.2,2023-07-21,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2023-09-18,long,138.92,2023-09-19,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2023-10-16,long,156.04,2023-10-23,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2023-11-01,long,159.0,2023-11-02,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2023-11-03,long,159.11,2023-11-08,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2023-11-22,long,161.35,2023-11-24,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-01-11,long,166.0,2024-01-17,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-02-21,long,190.26,2024-02-23,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-03-07,long,196.0,2024-03-08,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-03-19,long,207.53,2024-03-21,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-04-23,long,213.73,2024-04-26,ATR stop,206.6447368738724
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-05-07,long,216.33,2024-05-10,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-07-18,long,223.31,2024-07-23,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-07-24,long,216.55,2024-07-25,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-08-02,long,216.52,2024-08-06,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-08-08,long,214.99,2024-08-21,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-09-16,long,257.31,2024-09-18,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-10-17,long,257.01,2024-10-18,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-11-22,long,264.22,2024-11-25,signal,
2023-04 to 2024-08,PGR,Enhanced short/order-book,2024-11-26,long,265.19,2024-11-27,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2023-07-31,long,133.97,2023-08-01,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2023-08-03,long,142.47,2023-08-10,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2023-09-19,long,140.35,2023-09-20,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2023-09-28,long,146.3,2023-10-02,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2023-10-06,long,145.64,2023-10-10,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2023-10-20,long,149.85,2023-10-23,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2023-11-01,long,158.74,2023-11-09,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2023-11-14,long,162.49,2023-11-17,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2023-11-29,long,163.36,2023-11-30,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2023-12-01,long,167.39,2023-12-04,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-02-08,long,175.27,2024-02-15,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-02-21,long,175.4,2024-02-22,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-03-28,long,187.56,2024-04-01,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-04-29,short,172.58,2024-04-30,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-05-16,short,176.66,2024-05-29,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-05-30,short,169.29,2024-05-31,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-07-01,short,166.56,2024-07-12,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-08-12,long,177.9,2024-08-23,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-08-26,long,193.57,2024-08-27,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-10-17,long,196.92,2024-10-18,signal,
2023-04 to 2024-08,AIZ,Core MA + ATR,2024-11-07,long,207.3,2024-11-27,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2023-07-31,long,133.97,2023-08-01,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2023-08-03,long,142.47,2023-08-10,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2023-09-19,long,140.35,2023-09-20,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2023-09-28,long,146.3,2023-10-02,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2023-10-06,long,145.64,2023-10-10,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2023-10-20,long,149.85,2023-10-23,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2023-11-01,long,158.74,2023-11-09,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2023-11-14,long,162.49,2023-11-17,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2023-11-29,long,163.36,2023-11-30,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2023-12-01,long,167.39,2023-12-04,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2024-02-08,long,175.27,2024-02-15,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2024-02-21,long,175.4,2024-02-22,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2024-03-28,long,187.56,2024-04-01,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2024-04-29,short,172.58,2024-04-30,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2024-05-21,short,172.26,2024-05-29,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2024-05-30,short,169.29,2024-05-31,signal,
2023-04 to 2024-08,AIZ,Enhanced short/order-book,2024-07-01,short,166.56,2024-07-12,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2023-10-10,long,61.09,2023-10-20,ATR stop,60.69623602094721
2023-04 to 2024-08,AIG,Core MA + ATR,2023-10-31,long,60.82,2023-11-10,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2023-11-13,long,63.49,2023-11-14,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-01-22,long,69.18,2024-01-24,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-02-01,long,69.01,2024-02-02,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-02-05,long,68.94,2024-02-06,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-02-08,long,69.77,2024-02-09,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-02-13,long,69.86,2024-02-15,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-02-16,long,70.15,2024-02-21,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-02-23,long,71.0,2024-03-11,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-03-19,long,75.91,2024-03-20,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-03-25,long,76.49,2024-03-26,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-04-09,long,78.09,2024-04-09,ATR stop,75.68580855675623
2023-04 to 2024-08,AIG,Core MA + ATR,2024-05-03,long,77.76,2024-05-13,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-05-20,long,80.65,2024-05-21,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-05-23,long,78.64,2024-05-24,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-07-01,short,75.05,2024-07-03,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-07-08,short,74.04,2024-07-09,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-07-22,short,74.68,2024-07-23,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-07-25,short,75.78,2024-07-29,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-08-02,short,74.0,2024-08-12,signal,
2023-04 to 2024-08,AIG,Core MA + ATR,2024-09-06,short,73.71,2024-09-16,signal,
2023-04 to 2024-08,AIG,Enhanced short/order-book,2023-10-31,long,60.82,2023-11-10,signal,
2023-04 to 2024-08,AIG,Enhanced short/order-book,2023-11-13,long,63.49,2023-11-14,signal,
2023-04 to 2024-08,AIG,Enhanced short/order-book,2024-01-23,long,69.26,2024-01-24,signal,
2023-04 to 2024-08,AIG,Enhanced short/order-book,2024-02-27,long,71.25,2024-03-11,signal,
2023-04 to 2024-08,AIG,Enhanced short/order-book,2024-03-19,long,75.91,2024-03-20,signal,
2023-04 to 2024-08,AIG,Enhanced short/order-book,2024-03-25,long,76.49,2024-03-26,signal,
2023-04 to 2024-08,AIG,Enhanced short/order-book,2024-04-09,long,78.09,2024-04-09,ATR stop,75.68580855675623
2023-04 to 2024-08,AIG,Enhanced short/order-book,2024-05-03,long,77.76,2024-05-07,signal,
2023-04 to 2024-08,AIG,Enhanced short/order-book,2024-05-20,long,80.65,2024-05-21,signal,
2023-04 to 2024-08,AIG,Enhanced short/order-book,2024-05-23,long,78.64,2024-05-24,signal,
2023-04 to 2024-08,AIG,Enhanced short/order-book,2024-07-02,short,74.1,2024-07-03,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-07-10,long,151.0,2023-07-13,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-07-14,long,151.82,2023-07-17,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-07-18,long,154.73,2023-07-21,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-09-06,short,137.89,2023-09-14,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-09-22,short,132.41,2023-10-10,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-10-16,short,126.61,2023-10-17,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-10-19,short,126.19,2023-10-20,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-11-06,short,121.92,2023-11-13,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-11-14,short,118.87,2023-11-15,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-12-07,short,125.19,2023-12-12,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2023-12-14,long,132.19,2023-12-27,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-02-12,long,155.0,2024-02-26,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-03-21,long,177.93,2024-03-22,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-03-25,long,172.92,2024-03-26,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-04-08,long,173.53,2024-04-09,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-05-20,short,163.45,2024-05-28,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-05-30,short,165.0,2024-05-31,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-06-05,short,161.51,2024-06-06,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-06-17,short,156.18,2024-06-21,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-07-02,short,157.97,2024-07-05,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-09-04,long,172.19,2024-09-06,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-09-12,long,173.2,2024-09-17,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-09-19,long,182.76,2024-09-23,ATR stop,174.07679304019476
2023-04 to 2024-08,BAP,Core MA + ATR,2024-09-30,long,184.07,2024-10-07,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-10-08,long,182.57,2024-10-09,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-11-13,long,186.89,2024-11-21,signal,
2023-04 to 2024-08,BAP,Core MA + ATR,2024-11-22,long,198.0,2024-11-26,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2023-09-06,short,137.89,2023-09-14,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2023-09-22,short,132.41,2023-10-10,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2023-10-16,short,126.61,2023-10-17,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2023-10-19,short,126.19,2023-10-20,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2023-11-06,short,121.92,2023-11-13,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2023-11-14,short,118.87,2023-11-15,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2023-12-07,short,125.19,2023-12-12,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2023-12-14,long,132.19,2023-12-27,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2024-02-12,long,155.0,2024-02-26,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2024-05-21,short,163.39,2024-05-28,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2024-09-04,long,172.19,2024-09-06,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2024-09-12,long,173.2,2024-09-17,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2024-09-19,long,182.76,2024-09-23,ATR stop,174.07679304019476
2023-04 to 2024-08,BAP,Enhanced short/order-book,2024-09-30,long,184.07,2024-10-07,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2024-10-08,long,182.57,2024-10-09,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2024-11-13,long,186.89,2024-11-21,signal,
2023-04 to 2024-08,BAP,Enhanced short/order-book,2024-11-22,long,198.0,2024-11-26,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2023-07-13,short,104.05,2023-07-20,ATR stop,106.85
2023-04 to 2024-08,ALL,Core MA + ATR,2023-08-03,short,105.95,2023-08-04,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2023-08-14,short,108.99,2023-08-15,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2023-08-24,short,105.33,2023-08-28,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2023-10-16,long,121.0,2023-10-24,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2023-10-30,long,124.05,2023-10-31,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2023-11-03,long,132.17,2023-11-09,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2023-12-15,long,138.11,2023-12-18,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-01-05,long,149.34,2024-01-09,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-01-22,long,155.43,2024-01-23,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-01-25,long,158.39,2024-01-29,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-02-09,long,160.35,2024-02-23,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-03-18,long,161.33,2024-04-02,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-04-19,long,170.01,2024-04-29,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-05-07,long,170.35,2024-05-08,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-05-10,long,172.2,2024-05-13,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-06-04,short,163.17,2024-06-05,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-06-06,short,163.53,2024-06-07,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-06-17,short,157.53,2024-06-18,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-06-20,short,164.17,2024-06-21,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-06-24,short,160.67,2024-06-25,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-06-27,short,158.71,2024-07-02,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-08-02,long,176.52,2024-08-06,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-08-15,long,182.88,2024-08-22,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-10-15,long,191.98,2024-10-23,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-11-08,long,193.51,2024-11-18,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-11-22,long,202.85,2024-11-25,signal,
2023-04 to 2024-08,ALL,Core MA + ATR,2024-11-27,long,207.75,2024-11-29,event end,207.39
2023-04 to 2024-08,ALL,Enhanced short/order-book,2023-07-13,short,104.05,2023-07-20,ATR stop,106.85
2023-04 to 2024-08,ALL,Enhanced short/order-book,2023-10-16,long,121.0,2023-10-24,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2023-10-30,long,124.05,2023-10-31,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2023-11-03,long,132.17,2023-11-09,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2023-12-15,long,138.11,2023-12-18,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-01-05,long,149.34,2024-01-09,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-01-22,long,155.43,2024-01-23,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-01-25,long,158.39,2024-01-29,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-02-13,long,160.83,2024-02-21,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-05-07,long,170.35,2024-05-08,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-05-10,long,172.2,2024-05-13,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-06-04,short,163.17,2024-06-05,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-06-06,short,163.53,2024-06-07,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-06-17,short,157.53,2024-06-18,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-06-20,short,164.17,2024-06-21,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-06-24,short,160.67,2024-06-25,signal,
2023-04 to 2024-08,ALL,Enhanced short/order-book,2024-06-27,short,158.71,2024-07-02,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2023-07-21,long,75.0,2023-07-25,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2023-08-08,long,73.16,2023-08-09,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2023-10-04,short,69.68,2023-10-09,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2023-10-13,short,70.75,2023-10-17,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2023-10-23,short,70.24,2023-10-25,ATR stop,72.31819948189546
2023-04 to 2024-08,HIG,Core MA + ATR,2023-11-07,long,73.74,2023-11-09,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2023-12-07,long,78.6,2023-12-08,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-01-09,long,81.89,2024-01-11,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-01-22,long,85.28,2024-01-24,signal,
